comment,mark

ЦСКА Лучше,1

"Локомотив позор….больно видеть их так низко. Гнать надо этих немцев и Цорна. Спартак пытался развалить , теперь Локо разваливает",0

"Начала чемпиона, а вы уже радуетесь. Надо, ставить точку в мае 2023. А не сейчас, что-то высказывать.",1

"За красивую игру и результативные матчи, радует, что стало меньше автобусов)",1

"Спартак сыграл 4 матча из 5 с топ 10.  Только с уралом из низа ) Так что показатель что готовы.  И в конце концов Краснодар Ахмат Сочи неплохо идут в таблице.  По сути спартаку теперь надо лички с конурентами брать цска зенит динамо .  Ростов слетит конечно,  тяжко играют .  Даже берем сезон 20/21 когда спартак серебро взял ...но там так натужно играли кс ротор тула все минимально тяжело со скрипом ..но сейчас легко уверенно,  запас прочности есть в отличии от 21 года, поэтому путь к золоту  )",1

Неужели борьба в чемпионате будет,1

50 лет будут теперь показывать когда на последнем месте были не показывали нехера,0

Да вы все УРоДЫ,0

"Наконец то достойный соперник для зенита, а в начале сезона все говорили что это нулевой тренер",1

Рад за спартак что они на 1,1

"Хоть и не болельщик Спартака, но рад что скинули сборную Бразилии с трона.",1

Как там Слуцкий в ФНЛ?,1

Ростов нормально угарает)),1

"Вот для армейцев и расплата за расслабленность, за 2:2 с НН.  Побеждай, ведя 2:0, и 2-ое место, даже после неудачи в Питере. Очень хочется верить, что урок игроки усвоили.",1

Зен будет1,1

"За Локомотив обидно 
Немцы убивают клуб 🤦🏼",1

Радуют места КС и Локо)))),1

Локо…,1

"ну хватит ныть,  Москва...  ну задрали... 🤦‍♂️",0

Спартак молодец,1

🤦‍♂️🤦‍♂️🤦‍♂️,1

"Победы придут, вперёд Пари НН 💙",1

"Пусть Москва радуется пока,смешные они в 4 туре медали вешали армейцам,после 5 тура спартачам,а что будет после 6,ещë кому то😂к 30 туру и узнаем кто будет чемпионом,а так всем молчать и запомните:🔥✭ТОЛЬКО ЗЕНИТ # 1✭🔥",1

цска,1

15...аееееее,1

Просите Миллера пусть докупает вам бразильцев,1

Наконец-то Спартак вернулся,1

"Че за х..ня, почему Сочи с разницей мячей -2 выше в таблице чем Динамо🤔",0

Мужики,1

"Слава Богу, что нет еврокубков. А то Зенит снова пососал бы там",0

"Надеюсь Краснодар в ближайшее время во рвётся топ 5 ,по ближе к Ростову . Юг красивый футбол показывает",1

"Ростов, молодцы коней обскокали!",1

ЦСКА догоняйте зенит,1

"Бл никогда не любил Спартак, но из худших зол выбираешь лучшее, давай мясо, размаж бомжей",0

ну всё в принципе можно заканчивать сезон все же довольны),1

"1ый Спартак, да будет так",1

"кинг из бек, квинси слишком хорош для нашей лиги все на своих местах 
не то что малком/клаудинье…",1

"хорошая конкуренция хотябы сейчас,но думаю скоро все ранво зенит наверное встанет на первое место",1

Бедный Ураллл на последнем месте ахууу!!🐝🐝😅,1

"Забавно лицезреть, как болелы ЦСКА и Спартака радуются и переживают друг за друга. Расскажи об этом в 90-ых и нулевых, приняли бы за сумасшедшего. Может ли вообще истинный фанат и болельщик, знающий и уважающий историю и традиции своего клуба, желать победы своему принципиальнейшему сопернику?",1

Первый гол промеса забит с офсайда,1

"Когда-нибудь в РПЛ будут нормально судить, но это другая история...",1

История это гол Миранчука,1

Вперед за второй звездой💪💪💪,1

"Спартак браво.
А за ЦСКА обидно",1

Спартак - крутые!!! Как долго мы этого ждали!!! Наикрасивейший футбол показывает лучшая команда России💪,1

Факел удивил без голов,1

СПАРТАК офигенно сыграл.давно такого матча не было.спасибо за игру,1

"Оренбург- торпедо было смотреть тяжело со второго тайма. 
Ходьба и водопой изредка сменялись катанием",1

Ну норм так тур.,1

Зенит снова всех опять одолеет красавцы лучшее плохо чё клоудинье не было в игре,1

Первая команда в истории страны с таким достижением! 🔴⚪💪🏼,1

"""Крылья"" расстроили...",1

Таблица.  Спартак 13.  Цска 11. Ростов 11.  Зенит 9. Динамо 9.  Сочи 9.  Краснодар 8 если бы пенку дали в конце матча зенит цска )) А так зенит с 5 места сразу на 2 )),1

"Ведите себя адекватно. Что вы как быдло, пишите, всякую чушь. Свиньи, Бомжы, Кони. Это не интересно. Уважайте себя, и свой выбор. Надо любить в мыслях твоих соперников по команде. Они не виноваты, что они лучше, хуже. Такова их позиция.",0

"Особенно матч тв ""порадовал"". Такие матчи показали: факел-урал, оренбург-торпедо,прям битвы топов нашего футбола. Я конечно все понимаю,разные команды должны быть показаны,но два таких матча в одном туре-это перебор. Невозможно же смотреть,от слова ""совсем""",1

Спартак красавец продолжай в том же духе,1

Спартак лучший,1

"Педо жалко, хоть я и не за них",1

Торпедо может спасти только Курбан Бекиевич,1

"Валерий Карпин красава, 3 место держит",1

Парни помогите нужен фото или видео где Мантуан получил карточку в матче с цска !!!,1

Особенно порадлвали днАриНН и отсосочи... 👍,0

Почему динамо так плохо сыграл?,1

Сумасшедший тур был...в хорошем смысле слова.,1

Топчик!!!,1

Антоха - лучший!,1

Литвинов мне понравился,1

"Как же непривычно, что Спартак играет ТАК)
Спасибо, ребята)",1

"Антоха 78, Вагнер 85",1

красава антоха,1

Сколько голов до Вагнера?),1

Таблицу в студию только не показывайте голубым😏🤣🤣🤣,1

Молодец👍👍👍🤝🥃,1

Второй тайм сыграли сегодня как одна из топ команд Европы,1

"Да были, я хотел спросить почему небо синее",1

Спартак играл круто. Но Сочи и мы также сделали... Однако с победой! Болельщик ЦСКА.,1

Великолепен💪,1

"Сразу бубнеж про легионеров утих
Магия😁",1

"Антоха красавчик! Домой вернулся, и играет в кайф.",1

Фу,0

Селихов тоже достоин не меньше),1

Слово держит!,1

"Товарищи любители РПЛ! Еще раз нашу! 

РАЗ ДВА ТРИ! ..",1

Когда же посадят этого уголовника),0

Сколько еще таких будет у него!,1

В следующем туре не обосритесь свиньи. Хотя в любом случае обосретесь,0

Антоха Браво!!!,1

АНТОХА ЛЕВ !!!!!❤️🤍,1

Красавчик 👍,1

Хорош,1

Спартак с Победой!!! В очень хороший футбол играют парни!!!!!,1

Тохи сделали игру,1

Лучший!!,1

Уважуха брат,1

Обизьяна,0

"я уже думал,что пора Антоху менять после первого тайма,его вообще не было видно в первом,а во втором собрался и пошел показывать на ,Что способен,как может разрывать защиту)",1

"если и продолжит так,то лучшии бомбардир 100 проц будет ,так как ему нет равных в нашей лиге ) ему за сальтуху его нужно только лучшего отдать было ъаъаъаъа хха",1

Снова закрыл хейтерам рты😎💪,1

Наш рубиройдик лутший антоха 35 за сезон колоти,1

Мясники скоро выдохнуться.их место в середине таблицы,1

"Спору нет, сегодня все были хороши, но я особенно рад за Зобу👍🏻👏🏻👏🏻👏🏻",1

"И Литвинов был хорош! В общем вся КОМАНДА молодцы, только не останавливайтесь",1

"да, в хорошей форме. Жаль Саня Соболев мало забивает. Но можно поучиться у Промеса.",1

"Малком,круче этого мяса!🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣👍",1

Антоха феерии может только в нашем колхозном чемпионате,1

"Он сидеть должен, а не играть",1

СЮДА,1

Опять судью купил?🤣🤣🤣,1

"Поздравляю Спартак с победой, 4 сентября будет интересно",1

"Спартак абсолютно заслуженно занимает 1 место в таблице РПЛ!!! По игре и по делу. Всех КБ с победой! Знаешь ли ты, как звучат пуканы мешков😂😂😂👍",0

"Раскрою всем фанатам Спартака страшную тайну, Питеру вообще абсолютно всё равно на ваш результат😉",1

"Надеюсь, Промес продолжит в том же духе и в сентябре мы увидим отличный матч между Зенитом и Спартаком, а не традиционное публичное избиение и унижение cвинины",0

"Будем объективны, Спартак и на 5:0 наиграл",1

Огненная конкуренция будет в этом сезоне🔥,1

"Зенит держитесь ,мы скоро будем !!! Таким Спартак я давно не видел ))",1

Фу,0

Лучшие,1

"Страшно, очень страшно",1

С победой❤️🤍,1

Антоха машина🔥🔥🔥,1

Огненный спартак! Браво за такую игру,1

Великолепная игра Спартак ❤🤍⚽,1

Красавцы! 💪🏻💪🏻💪🏻,1

Это шедевр.👏👏👏Красавцы!👏👏👏,1

"Ну просто не Спартак, а праздник какой-то!!!😋Соболев красавчик, Промес супер, Зиньковский умничка, всей команде и тренеру БРАВО🙃",1

"«Вернулись, чтобы править» 🐷",1

Спартак в шикарной форме! Возможно именно эта команда навяжет конкуренцию Зениту и возьмёт чемпионство! Желаю всем спартачам удачи!,1

Лучшие🔴⚪,1

с победой КБ!,1

Паросята играть на учились за несколько лет ?😄😄😄,0

"Пищевик больше всех ныл про календарь,а в итоге попадают в первых турах на одних середняков и аутсайдеров.",0

Что в РПЛ забыли гитлер-сочи??? Молодцы Спартак.,0

4го сентября поставим на место!),1

Браво парни.👏👏👏 Красавцы👏👏👏,1

"Ну наконец хоть интрига появилась, не всегда зениту быть на первом",1

На данном этапе Спартак очень хорош! Давайте посмотрим его с Динамо 200822.,1

Это похоже честно говоря на Спартак чемпионский. Там в будущем видно будет. То что творит Промес и команда сейчас. Очень впечатляет,1

"С победой Спартак ✊🏼
Пускай этот Газпром помолчит, а то уши вянут) 🤍❤️🤜🏼🤛🏼💚🖤",1

Вернулись и правят))),1

Почему болельщики Спартака при малейшей возможности упоминают Зенит?,1

"Так стоп,а,что за бомжовский фарм приезжал 1 побеждён едем дальше😏😅🖕🏻🖕🏻🖕🏻",0

Вот это игра. Я в принципе и думала 3 гола Спартак точно забьёт. Вот это Спартак. С победой.,1

всех с победой,1

"Шреки походу закончилось ваше время, ЦСКА и Спартак даст вам жару в этом сезоне))",1

"Всех с победой 🔴⚪️💪
Оба Антохи сегодня порадовали 😄💪

Ах да не слышу твоего ckyлежа пcuнa мытищинская 🤡😄",0

Поздравляю московских братьев. ЦСКА🤝Спартак,1

"Руководство Локо и Динамо:
""Так Абаскаля надо было в тренеры брать""",1

Надесюсь будут стабильно весь сезон так,1

"Радует наша команда тем, что в прессинге до последней минуты и что после первого, второго или третьего года идут забивать ещё. Смотреть приятно, интересно. Судья был незаметен, как оно и должно быть. Нет абсурда от судьи – команда играет. Возможно, в этом что-то есть. В любом случае – спасибо за хорошие эмоции, ""Спартак"", ну а ""Сочи""... Не знаю, возможно им не повезло, что попали под таких красно-белых, да и было ощущение, что после ошибки в первом голе они и сами подсели и ""Спартак"" включил режим хищника. Настоящая проверка будет 4 сентября",1

С победой Спартак. Зину поздравляю с голом,1

"Да, мы не на первом
Но хоть нет скулежа о снятии с чемпионата😃",0

"Спартак красавчики. Сочи как обычно пытается играть благодаря купленного судьи как и Зенит, который не засчитывает фолы Сочи, дизреспект.",1

Синит на втроём епана 🤣бомжары сраные 🤣,0

Спартак лучшие🔴⚪,1

Не видать вам второй звезды🤣,1

Хоть ты лопни хоть ты тресни а Спартак на 1 месте,1

Поздравляю Спартак с победой! Было красиво...тем дальше будет интереснее!,1

"[id621672762|Дмитрий], это когда вы с чемпионата снимались, как девочки плаксивые? 9",0

"фарм бомжатскии повержен,осталось на изи еще дома Глав бомжей по красоте",0

"Поздравляю Спартак с победой,желаю продолжать в таком же духе,и надеюсь что в этот раз мы навяжем классную борьбу зениту)))а то как то скучно стало всегда знаешь что зенит станет чемпионом,но в этом сезоне мы пока что очень классно начали))",1

Спартак по прежнему показывает лучший футбол в рпл .  Больше всех создают и забивают 14 уже.  Лидер Промес 6+2),1

Урал топ Урал вперёд победа нас ждёт,1

Красавцы!!!,1

всех с победой,1

Реально готовы к титулу,1

красно белых с победой,1

Спартак в жесткой форме,1

"С заслуженной победой 👍
Показали хорошую игру 💪",1

"Сегодня праздник у спартачей. Хорошо начали чемпионат, наконец-то интрига наступила)",1

Мир РПЛ ЕЩЁ РАЗ ПОВТАРАЮ лига 🤡 Когда зачитали такой же гол как и гол ЦСКА при том на вар сидел турбин ? Какие ваши объяснение ?,1

С победой КБ,1

"Поздравляю,хороший 2 тайм 🔥",1

Пацаны? Я никогда не устану повторять... 😀,1

С победой 🔴⚪,1

Да что все так раздухарились. Это всего лишь пять туров. Впереди ещё двадцать пять😃,1

"Здравствуйте ! На самом деле даже хорошо , что Спартак , в самом начале чемпионата , находится на данном месте в турнирной таблице , чтоб никто не говорил , что Зенит ( Газпром ) , всё купил . Это как в формуле 1 , чтоб условный , временный лидер , видел в зеркалах настоящего Чемпиона по игре . Всё идёт нормально !!!",1

"4 сентября 
Спартак обосрется",0

"Спартак технично закрывает рты всем,я равнодушно отношусь с Спартаку,но стоит признать игра их радует глаз, блестяще катают",1

Топовый матч,1

Газпром уже начал готовить Кукяна к дерби со Спартаком?,1

петушня вернулась править,0

Спартак станет чемпионом и посмотрите их календарь с 18 по 30 тур..там 13 игр легкотня почти все дома 8 из 13.  Они могут очков 32 набрать из 39 в последних 13 турах,1

"Спартачи с победой!!! Очень радует скоростной футбол, все молодцы. Сочи тоже молодцы, очень добротная команда, чем больше хороших команд, тем интереснее чемпионат. Всем добра.",1

"Боже, как же я кайфую от игры этого Спартака! В первом тайме был Спартак в своей лучшей версии, а на второй вышел АЯКС! Абаскаль оказался неограненным алмазом!",1

"Я за честный футбол , да будет так чтобы ни один клуб не тянули судьи и судили всех одинаково, так будет интереснее смотреть ) так скажем спортивный принцип )
Ну просто признайте то что Зенит тянут , против Зенита судят далеко не так , словно боятся потерять работу если в сторону Зенита будут судить , такие победы за счёт судей называется вкус говна, а не победы !",0

С победой Спартак!!! (Фан ЦСКА) не дадим судьям быть на первом месте !!!,1

"Промес, конечно, в отличной форме. С момента его приезда по конец прошлого сезона у него было лишь 3 хороших матча за Спартак. А в этом сезоне прям на себя похож. Красавец!",1

"Че творит, йомайо",1

СИДИИИТ,1

спартак ты ли это,1

Даааа!!!!!!!! 🔴⚪,1

заслужено,1

АААА СПАРТАК ЧЕМПИОН,1

Ещё бы 4😎,1

Так та,1

"Удивительно, но Питерских в коммах почти нет, плачут наверное😁",0

Комментатор кoнчил,0

Ща из Пидербурге набегут тут и вонять начнут...,0

Промессс - герой!!!!,1

Бразерз))) от Спартака красавчики ) так их газпромовскую помойку ))),0

Квинси 👏👏👏,1

"Эх, снова бомжам опускать cвинарник с небес на землю в сентябре. Ну и просто oпускать 🤭",0

"еще и бомжиков дома на изи размотаем по красоте,спартак в форме бодрой",0

Промес и Зиньковский прекрасны,1

"За все страдания))), наказали)))",1

Вся Россия говорит отсосёт опять бомжит😏😁,0

Ахаха ну че газпромовские бомж..и?? 3-0,0

Доминируй,1

Фу,0

ДОМОЙ ГИТЛЕРСОЧИ,0

"Промес чудеса творит,каждый матч!",1

В прошлом сезоне ФК Спартак закончил сезон с разницей забитых и пропущенных мячей -4....в этом сезоне походу закончат с огромным разницей мячей+,1

Красно-белые вперёд!!❤️🤍,1

Спартак положил Сочи на лопатки !!😃 Команда на первом месте в турнирной таблице после 5-ти туров !! Зенит позади !! 😃,1

"Блин жаль конечно,ну ничего пищевик посторожит первое место до следующего тура.",1

"Нет смысла,  в данном матче,  сильнее Спартак",1

А Сочи были на игре?,1

"Че нытики , не верили в спартачей, не верьте дальше нам ….",0

ЦСКА стоит брать пример со Спартака. Без соплей и нытья просто взяли и обыграли Сочи. Надеюсь так дальше и продолжат без классического нытья.,1

Газпром громят😁,1

Что колят в Промеса ? Бегает как зверь 😂😂,1

Спартак молодцы,1

Братуха лутший мля,0

"Молодцы!!!Отличная игра.Всех болельщиков Спартака,с Победой!",1

Сочи надо попробовать торговать чурчхелу может контракт отбьют,1

Как Севилье в свое время,1

Эээээтоооо шедевр!!!!!!,1

Самая популярная команда страны - Генич),1

Что с Жорой?,1

Прикол.  Дзюба перешел в Зенит в 2016.  Спартак стал чемпионом.  Бакаев перешел в Зенит в 2022. Спартак станет чемпионом )),1

Ну прям Вагнер Лав. Приятно на такой футбол смотреть!,1

Зенит чемпион !,1

Красивее только празднование🤦‍♂️,1

А грамотно фарм клуб лгбт бомжей раскатали...немытых с результатом.,0

"Я не могу прочесть все ~300 коментариев..
Но этот гол - калька гола Севилье (когда 5-1)",1

Спасибо Спартак за невероятный футбол! Больше и сказать нечего,1

Хорошая игра второго тайма. Первый тайм не разбегались. 4 сентября будет интересный матч.,1

"Блестяще, где-то икнул один Жорик",1

Ой ой ой Промес красава,1

Бомбический гол,1

Прям вспомнился пятый гол в ворота Севильи),1

"Квинси стал настоящим лидером, ведёт команду вперед",1

Промес - воистину Промес!,1

гооол,1

заслужено,1

"Вот так надо играть , автобусники рфпл , Спартак глаз радует 🙏",1

Ждём 3😎,1

Красавец 💪 Лучший трансфер 🔥,1

Московский Спартак👏🏻👏🏻👏🏻👏🏻👏🏻Красно-белые👏🏻👏🏻👏🏻,1

Зиня полирует) выходит на замену и показывает),1

ну шо как там оно ?,1

"Спасибо Спартак, молодцы парни, теперь выходные вдвойне счастливее стали🥰",1

отскок будем честны,1

Спартак команда Антонов..................Промесов и Зиньковских),1

"Атака хорошая нет спора, сейчас пойдёт открытый футбол надеюсь 😃☺️",1

Давайте мясные,1

Ещё надо чтоб было топ,1

"Сочи показывает что-то очень похожее на то что я играл во дворе,зачем так компактно?",1

"Alexey, по моему нлют обычно те кто всирают зениту😂",0

Антоха молодец,1

где зенитовские нытьё,0

Сасать плюс лежать,0

Этот сезон будет огненным по конкуренции🔥,1

Хорош  чё нечего больше сказать,1

"Вся блевота бомжатская,Спартак великий смотрит))",0

Как болельщик Ростова больше рад за гол Спартака чем сами спартачи. Долой Гитлерсочи,0

"рыжии пусть зиню выпускает ,пока мозес на травме,он явно полезен будет",1

Жаль Мелкадзе не забил,1

"Как же везёт Спартаку,чисто на фарте забили двух дурачков",1

Свиньи зашли в чат,0

Фу,0

Гооооллллл,1

"Видно что старт Спартака в новом был не очень, Спартак с новым тренером приходит в себя

Но Сочи че то расслабились я знаю как они могут разьбать Спартак",0

"С почином Антон, надеюсь не последний мяч за КБ",1

Красно белые с победой всех люблю уважаю,1

"Зиньковский, как же тебя не хватает💔",1

Я рад что обошлось без пенальти и всего такого. Кайф,1

"вот это СПАРТАК! тот САМЫЙ СПАРТАК, который мы ЛЮБИМ!",1

"А , мне понравилась игра и желание ребят ! Но впереди серьезные матчи !, вот там и посмотрим .",1

Второй Антоха будет и даже...,1

Связка К/с,1

"Спартак этот сезон прям очень хорошо начал, не сравнится с прошедшим, может новый тренер встряхнул команду, возможно с такой игрой и даст бой Зениту!!!",1

Наступит тур и начнут поддтапливать. Посмитрим,1

"Спс Спартак,а бомжикам,смотрите в желче не захлебнитесь!😊",0

"Соболев отдал, Зиньковский забил. Раньше оба забивали за Крылья, блин... Кого ещё у нас заберут в следующее окно?",1

Красивая атака,1

Пара Крыльев сработала👏,1

"Хейтеры ,как дела ?",1

Браво хороший гол,1

"Спартааааак ! Я боялся опять будут вар зырить , уже не знаешь , после Гола радоваться или нет",1

Хорош Антоха,1

Сочи теряет очки в Москве.,1

Раз-два-три сочи скули😊,0

Терехов без Федотова потихоньку превращается в посмешище,0

Питер горит 🤭🤫,1

"Кстати, уже тенденция - забивает cвинарник, а болелы говорят про бомжей. У вас биполярочка, люди?",0

У бомжей горят пуканы,0

если даже Зенит не играет его упоминают👍😇как приятно),1

"В этом сезоне намного интереснее футбол смотрится, прямо чувствуется настроение ребят!!! Умнички🤗",1

"ну шо кто там скулил,что разнесут на изи и тд?хахаха сеичас еще парочку и норм",0

"Зенит 🥺
Не надо скулить ,от Москвы вам привет",0

"Как же Промес выделяется на фоне паспортистов, от которых мяч как от дерева отскакивает на 3 метра.",1

Питер негодует))),1

Питер скулит😂😂😂,0

Уберите соболя,1

"Че за визг? Вам Зенит не даст стать чемпионом, там состав сильнее всех в РПЛ по факту, Зеня создал интригу сыграв в ничью,так же они эту интригу и похоронят",1

"Вчерашний коллективный скулёж масквы оставил эхо и теперь рабы пытаются свалить его на Питер) 
Такие смешные😁",0

"Комментаторы жесть как конченные, так болеть в открытую за Спартак (против Спартака ничего не имею, он и вправду хорошо  играет) это просто непрофессионально по отношению к болельщикам  Сочи. Любое движение Спартака ближе к штрафной орёт и освещает как будто там чудо происходит, а на Сочи просто наплевательское отношение.",0

Спартак голлл,1

"А что по офсайду, парни?)",1

Вагнер Лав уже не так далеко...,1

Спартак положил Сочи на лопатки !!😃 Команда на первом месте в турнирной таблице после 5-ти туров !! Зенит позади !! 😃,1

Может Сочи продавать чурчхелу,1

3:0 Сочи домой,1

Шансы растут!ееее,1

Гооооооооол Спартак,1

Спартак вперёд!!!! ЦСКА вперёд!!!! Но не обижайте чемпионом будет Краснодар 😎🤗,1

"уважаемые,  питеру пофиг! хватить чушь писать!",1

разве не вне игры?,1

Кукуян поможет кто денег даст не переживайте,1

"Сколько вот читаю комментарий 
Все говорят, что вот спартак нытики, зенит и какая нибудь другая команда 
Ребят давайте друг друга уважать
А не обстирать в комментариях 
Знаете такую фразу?
Игра уйдёт, а счёт останется)
Этот матч уже история 
Как и другие матчи
Кому-то повезло больше 
Кому-то меньше 
Это игра
Всех красно-белых с победой
И остальные команды с победой
Главное, что бы футбол был красивый и очень эмоциональным
Ещё раз всех с победой",0

ЦСКА так же забил и офсайд поставили,1

Там не было оффсайда?,1

Терехов в своём стиле),1

Скажите блд комментатору что правило 6 секунд отменено 3 года назад.,0

Ростов красавчики. Карпин занялся делом. Очень круто!,1

Судейство отстой . Ребята не собраны надо было забирать .,0

Гойло в ворота,1

"Такую голевую феерию надо по Матчу показывать, а не по Премьеру.",1

"Спасибо огромное командам за такую игру! Обе команды молодцы играли  до конца и на победу,матч был интересный! Огромное спасибо Ростову за победу!",1

В очередной раз убедился в низком качестве нашего судейство! 🤦‍♂️🤦‍♂️И это прямая красная🤦‍♂️🤦‍♂️🤦‍♂️,0

Искусственное поле🤦,1

Оренбург ❤,1

Мы тоже вчера играли,1

Раньше Торпеда играла хорошо.,1

Это кто ваще ?,1

Джимми -красавчик! Наведет шороху в РПЛ,1

"Много беготни, толку мало.",1

Джимми-Джимми ача-ача,1

Бородюк уйди не позорься)))))выставил клоуна в основе и он сразу насрал)))команлу вовсе не настроил на борьбу за 6 овков,0

Настоящий донской казак 💛💙,1

Красавчик💪💙💛,1

Чё ты так в Зените не играл😄,1

🇺🇦Ростов,1

А Мелькадзе таки КБ,1

циркового чемпионата рпл,0

Фамилия чья?,1

"Если Манчини увидел мастерство в Диме, Карпин тоже это увидел, значит что у Полоза есть потенциал. Если его приглашают в команду сам тренер Сборной Италии и сборной России",1

Ху🙌ла,0

Мелкадзе точно красно-белый.... Тормоз...,0

Дмитрий Полоз принимает поздравление от Николая Комличенко за удачно проведённый матч,1

"Торпедо, ФНЛ ждет вас😏",1

И вот это показали вместо Ростова и пари нн,1

"Ждем педо у нас в Питере, 4:0 5:0 точно обеспечены",1

"Красава Оренбург, москвичей в ФНЛ",1

Оренбург красавцы. Хорошо на бука сыграли. Топовые удары в небеса.,1

Бородюк что-то не тянет с таким составом,1

и на куя торпедо за уши затащили в вышку. Лучше бы Алания играла. для чего это торпедо тут нужна. чемпионать многое теряет с ней,0

"Оренбург должен был побеждать крупно, Торпедо пока очень слабое…",1

Торпедо - поставщики очков.,1

На торпедо жалко смотреть....,1

и на куя торпедо за уши затащили в вышку. Лучше бы Алания играла. для чего это торпедо тут нужна. чемпионать многое теряет с ней,0

"Я думаю,  100% вылет Урал,  Торпедо и возможно Факел,  пока по игре вообще не понятно,  Локо,  если так дальше место 10 или ниже",1

Эхх Торпедо...,1

"Если б наши игроки не были столь косыми, счёт был бы 5:0",1

Очередное подмосковное *авно.,0

"Зачем выходили, Фнл это ваше...",1

БЛЛЛ. Я ПРОСТО УМИЛЯЮСЬ ЭТОМУ Д%%МУ. ЧТО ВАЩЕ ТАРПЕДО НИКЧЁМНОЕ ДЕЛАЕТ В РПЛ?? ЗАЧЕМ ВЫХОДИЛИ? ЭТО ЛЮБИТЕЛЬСКИЙ КЛУБ. ОБЪЯСНИТЕ КТО НИБУДЬ. ТАКИЕЕЕ ДНИИИИЩААА. ЗА НИХ НИКТО ДПЖЕ НЕ БОЛЕЕТ.,0

"торпедо не хватило совсем чуть-чуть, чтобы вырвать очко у Оренбурга",1

Оренбург команда фнл,1

"Да посещаемость сбавляет фан айди.  Средняя щас . Ростов 5000.  Екб 6000. Самара 5000. Сочи 3000.НН 7000.  А могло быть Ростов по 30000.  Екб 20000. НН 20000. Самара 20000.  Сочи 8000.  Падение на -75%.  Госдумцам надо смотреть не общуюю среднюю, а чисто 5 арен где они ввели фан айди. Там катастрофа.. сейчас средняя 11500 после 5 туров.  А могла быть 19400.  Если бы на 5 аренах не было фан айди и ряд команд не бойкот как спартак цска локо фаны",1

Торпедо мы вас ждем,1

"Домой, домой, пора домой",1

"Торпедо сейчас худшая команда РПЛ. И если оренбург смог забить только 1, то на вылет они пойдут вместе...",1

Посещаемость 5 тура . Зенит Локо 51200. Динамо Крас 19400. Факел Урал 18200. Локо Кс 8500. Оренбург Торпедо 7200. Пари НН ростов 5500 здесь фан айди..без него тысяч 20000 бы пришло вот и разница друзья ) Химки Ахмат 1300.  Спартак Сочи будет тысяч 18000.  Без бойкота фанки тысяч 30000 спокойно,1

Средняя Спартака до пандемии на новом стадионе.  2015 год 25000.  2016 год 25000.  2017 год 33000. 2018 год 31000. 2019 год 30000.  2020 год 30000. Общая средняя с 2015 по 2020 за 6 сезонов 29000 на игре .,1

"Оренбург с заслуженной победой, могли побольше забивать голов. Торпедо во втором тайме начала играть. В первом (мне казалось) играли в автобус",1

"Торпедо в сезоне 14/15 сильнее был, в Рпл",1

"Я вот не пойму чего вы тут делаете выводы после 5 турах о командах, одни ""Ванги"" собрались, дойдем до 35 тура чемпионата тогда можно и будет делать выводы.",1

"Оренбург со своими латиносами хорош, и  будет еще добавлять!",1

домой в москву,1

"Очень странные у нас фанаты, прошло только 5 туров, а уже:""этих в ФНЛ, тех в ФНЛ "", когда выводы нужно делать, ну хотя бы после первого круга.",1

"А Оренбург то хорош дома! Мнение меняю, за выживание бороться не будут. Места с 9 по 12 разыграют. С победой вас! А Торпедо пора наверно гнать Бородюка.",1

Кутепов смерть торпедо,1

От души Оренбург !!!👏👏👏,1

"Торпедо главный претендент на вылет, очень жаль",1

"Ростов спасибо за игру, огненный матч мы выдали🔥",1

Звоните Кержаку🤣,1

Цска и Зенит была интересная,1

Спасибо всем за поддержку,1

"Матч огонь. Два разных тайма. Первый тайм равный, а во втором тайме были моменты где нижний переигрывал нас. В защите вообще жесть. Две подачи и два гола. Нижний Спасибо за матч а Ростов с победой. Мы в тройке💛💙",1

"С победой, самая гнилая команда рпл, следите за уткиным и черновым, а то они падают от прикосновения с ладошкой",0

Ростов с победой! Молодцы!,1

Ростов💪💪💪,1
